0.000000e+00 -1.623265e+00
1.010000e-02 -3.248810e+00
2.020000e-02 -3.255652e+00
3.030000e-02 -3.267077e+00
4.040000e-02 -3.283135e+00
5.050000e-02 -3.303891e+00
6.060000e-02 -3.329434e+00
7.070000e-02 -3.359873e+00
8.080000e-02 -3.395340e+00
9.090000e-02 -3.435993e+00
1.010000e-01 -3.482017e+00
1.111000e-01 -3.533627e+00
1.212000e-01 -3.591068e+00
1.313000e-01 -3.654627e+00
1.414000e-01 -3.724626e+00
1.515000e-01 -3.801437e+00
1.616000e-01 -3.885482e+00
1.717000e-01 -3.977246e+00
1.818000e-01 -4.077278e+00
1.919000e-01 -4.186210e+00
2.020000e-01 -4.304765e+00
2.121000e-01 -4.433772e+00
2.222000e-01 -4.574188e+00
2.323000e-01 -4.727120e+00
2.424000e-01 -4.893851e+00
2.525000e-01 -5.075880e+00
2.626000e-01 -5.274962e+00
2.727000e-01 -5.493167e+00
2.828000e-01 -5.732949e+00
2.929000e-01 -5.997239e+00
3.030000e-01 -6.289564e+00
3.131000e-01 -6.614204e+00
3.232000e-01 -6.976400e+00
3.333000e-01 -7.382638e+00
3.434000e-01 -7.841036e+00
3.535000e-01 -8.361884e+00
3.636000e-01 -8.958418e+00
3.737000e-01 -9.647928e+00
3.838000e-01 -1.045341e+01
3.939000e-01 -1.140605e+01
4.040000e-01 -1.254902e+01
4.141000e-01 -1.394329e+01
4.242000e-01 -1.567637e+01
4.343000e-01 -1.787400e+01
4.444000e-01 -2.071011e+01
4.545000e-01 -2.439182e+01
4.646000e-01 -2.333808e+01
4.747000e-01 -1.726298e+01
4.848000e-01 -1.143668e+01
4.949000e-01 -5.691994e+00
5.050000e-01 2.161614e-02
5.151000e-01 5.735250e+00
5.252000e-01 1.148001e+01
5.353000e-01 1.730642e+01
5.454000e-01 2.338170e+01
5.555000e-01 2.443565e+01
5.656000e-01 2.075420e+01
5.757000e-01 1.791841e+01
5.858000e-01 1.572115e+01
5.959000e-01 1.398847e+01
6.060000e-01 1.259466e+01
6.161000e-01 1.145221e+01
6.262000e-01 1.050014e+01
6.363000e-01 9.695272e+00
6.464000e-01 9.006433e+00
6.565000e-01 8.410625e+00
6.666000e-01 7.890558e+00
6.767000e-01 7.432998e+00
6.868000e-01 7.027655e+00
6.969000e-01 6.666414e+00
7.070000e-01 6.342789e+00
7.171000e-01 6.051541e+00
7.272000e-01 5.788392e+00
7.373000e-01 5.549816e+00
7.474000e-01 5.332886e+00
7.575000e-01 5.135148e+00
7.676000e-01 4.954535e+00
7.777000e-01 4.789295e+00
7.878000e-01 4.637931e+00
7.979000e-01 4.499163e+00
8.080000e-01 4.371888e+00
8.181000e-01 4.255152e+00
8.282000e-01 4.148129e+00
8.383000e-01 4.050100e+00
8.484000e-01 3.960438e+00
8.585000e-01 3.878598e+00
8.686000e-01 3.804100e+00
8.787000e-01 3.736528e+00
8.888000e-01 3.675516e+00
8.989000e-01 3.620746e+00
9.090000e-01 3.571942e+00
9.191000e-01 3.528864e+00
9.292000e-01 3.491306e+00
9.393000e-01 3.459092e+00
9.494000e-01 3.432075e+00
9.595000e-01 3.410132e+00
9.696000e-01 3.393167e+00
9.797000e-01 3.381104e+00
9.898000e-01 3.373892e+00
9.999000e-01 1.685747e+00
